UserName,Review Text,Rating
Nunung Ratna Dewi,"Aplikasi yang mudah digunakan, banyak pilihannya, dan tidak susah untuk menyiarkan siaran langsung. Saya sangat menyukai nya. Good Job Instagram",5
fajar pathul padhillah,Instagram kenapa ya?? akun ig saya ditangguhkan mulu. padahal saya login sendiri diperangkat saya. Malah disuruh banding. tolong dong diperbaiki keamanannya. dan harus nunggu 3 hari akunnya setelah banding,1
LATIF ICHTIYAR,"setelah update, malah ngebug. setiap liat video reels or story pasti videonya nge delay. ga sinkron sama audionya. tlg diperbaiki ya",5
Christemanuel Harvin Budiman,"Algoritma videonya sangat bagus, dimana saya sedang over eating dan ingin konsisten ingin makan sehat 100% tanpa tepung, gula, minyak, pengawet, dll lalu ternyata ada video yang memotivasi saya untuk terus melakukan itu dengan lebih baik dan tidak perlu menghakimi makanan lain agar kedepan saya tidak over eating akan makanan yang saya cap kurang baik",5
Muhajir royhan Daffa,"sudah bagus cuman ada beberapa kendala seperti saya yang sering menyukai reels dan postingan orang lain yang emang karena saya sukai dan malah di anggap sebagai aktivitas spam, kejadian ini sudah terulang lebih dari 7 kali mohon lebih di perbaiki lagi,karena tujuan murni saya memang menyukai postingan orang lain, sudah saya lakukan pengajuan tapi proses verifikasinya bisa memakan waktu 1-2 bulan hal ini sangat menggangu mohon segera di perbaiki.",4
Fidia Novita Rahmawati,"kenapa saat membuat reels kita sendiri di Instagram tidak ada fitur menyimpan ke galeri, padahal dulu masih bisa sekarang udah ga ada,mohon di perbaiki.",3
R.Sakura-chan,"Mengapa saya tidak bisa mendaftarkan akun saya??? Ma pake fb ataupun tidak tetap saja tidak mau??saya udh coba cek ulng siapa tau ad kesalahan namun mendapatkan hasil yg sm jga, saya juga udh mencoba buat download ulang Krn saya pikir ad sistem yg slh namun tetap saja mendapatkan hasil yg sm.Bahakan saya jga sudah menyampaikan mslh saya k tim Ig namun tidak menerima jawaban tolonglah perbaiki masalah ini",1
Elfi Ramadhani,Tolong dong fitur arsip story yang lama2 jangan dihilangkan. Apalagi video lama jd freeze. Itu ada kenang2an nya,1
Ricky Silvester,"Cukup bintang yang berbicara Udah dikasi bintang 1 pun masi aja gak dibereskan nih aplikasi,masa setiap lihat story' muncul layar hitam terus perasaan hp aku gak kentang amat dah,tolong developer perhatikan lagi untuk kenyamanan",1
yola fadila,"Tiba tiba kamera IG nya hitam di samsung A05, sebelumnya tidak seperti ini, di kamera utama tidak ada masalah dan kamera di aplikasi lainnya juga aman, apakah ada bug atau lagi error IG ini",3
Rokib Marzuki,"Mantap.saya baru nginstall senang sekali instagram ngasih tontonan yang menghibur banyak inspirasi juga semoga kedepan instagram, bisa nambahin fitur yang keren lagi dan semoga semakiin jaya Dan bisa ngasih pengguna instagram seluruh dunia bisa berkarya .mantap",5
Kim Taehyung,"nstagram sebaiknya tetap mempertahankan fitur Archive Story, karena fitur ini sangat berguna untuk menyimpan kenangan dan momen berharga tanpa harus membagikannya secara permanen di profil 🙏🙏🙏",1
Pandiangan Benedit,Aplikasi Instagram ini sangat mudah penggunaanya dan praktis. Fitur2nya cangih canggih. Saya menggunakan hanya sekedar menunggu benar2 tau bagaimana menghasilkan heveng di sini... 😁😁🤣🤣👍👍👍🏅🏅🏅🏆🏆🏆.,5
Putri Budi,"Pliss kecewa banget skrng sama Instagram, knpa fitur arsip yg bnr2 kita jadiin kenangan malah d apus, parah bgt si.. vidio arsip gue jdi Poto dan ada yg dah ga di buka lagi.. malah makin jelek kesini2",1
Anggun Setiyani,"sangat mudah, tetapi belum ada fitur terbarunya yg lebih mudah untuk ig profesional nya, kembangkan ya, saya suka main Instagram",5
Jee,"lagi dan lagi ada bug, udh seneng ada fitur komentar nya di story eh pas mau setting di pengaturan terjadi kesalahan. sebel bangettttt",3
Muhammad Azmar,Instagram selalu memberikan informasi dan sistem yg baik buat konten kita selalu ditingkatkan dan cepat merespon kesalahan yg kita butuhkan..👌🫰🙏🙏,5
Outter,"Ni kenapa dah Instagram aneh, akun gw kena suspend 2× padahal ga ngapa-ngapain, upload foto aja jarang, apanya yang melanggar komunitas coba, masa gw harus upload tiap hari gitu stres, plis lah perbaiki masa tiap buka Instagram harus ngajuin banding mulu, pegel kepala di suruh selfi kanan kiri atas bawah",1
gusti ariyadi,"Instagram nggak jelas. Gua hanya foto lengan dan kaki saya yang ber otot malah dapat pelanggaran. Sedangkan yang cewek"" full hot parah bisa bebas begitu saja. Gua pamer urat dan otot bukan aurat",1
Vhynii Gheofanny,Tidak bisa mengundang kolaborator. Pilihannya tidak muncul. Bahkan saya juga tidak bisa di undang sebagai kolaborator. Sdh mengikuti semua cara dgn publik akun dan mengubah ke profesional akun ttp tidak bisa,1
Naida Almira Putri Dhifa,"Sayaa sangat suka dengan aplikasi ini karena aplikasi ini ada pengingat batas waktu bermain di instagram. Tapi tolong, untuk cerita bisa di tambah kan tempat untuk caption. Itu saja, terima kasih",5
Alfinah Rohmi,Ini kenapa akunku mau dinon aktifkan padahal aq ngga pernah mencet apa²tiba²gitu perbaiki sistemnya sementara aq kasih bintang 1 dulu kalau sudah bisa aq naikin rating nya jangan bikin orang lain kecewa,1
Egis Saputra,ni instagram lagi eror apa gimana mau login ke akun malah gk bisa padahal kata sandi nya bener user juga bener malah gk bisa. mohon dong pihak instagram perbaiki bug nya. dan gk bisa nautkan akun ig juga di tiktok. pliss deh jangan gila,1
Razikk Aww,Saya kasih bintang 1 dah buat Instagram karena loadingnya lama dan lelet banget terutama pas buka DM sama bionya gada tempat musik Sama masalah kekurangan lainnya tolong di perbaiki NTR kasih bintang 5😁,1
Ahmad Muhammad syukur,"Saya kalau mau buat story Ig kenapa fotonya acak, dan tidak sesuai tanggal yang ada di galeri padahal pengaturan nya sudah di setel tapi kok tetap gak bisa. Tolong diperbaiki",2
Aroel syahrul,Begitu buruk aplikasi setelah di up date kenapa yg muncul di beranda saya semuanya konten masakan/ makanan setiap hari selalu muncul sedangkan yg saya suka tidak pernah ada muncul di beranda.trims.,1
Wulan 123,"sementara saya kasih 3 bintang dulu, soalnya udh diupdate ttp gaada fitur tambahkan music, sm font baru. tlg segera diperbaiki yaa !!! trms",3
Herlika,"Instagram ga jelas, pdhal udh update masih aja kalo nnton reelsnya suka ngelag2, ngelag nya lama bgt pula Pdhal buka tiktok lancar aja. Ga ada ngelag",1
KalKal,"fitur template di story saya tidak bisa di gunakan, tetapi pas saya coba di akun ke-2 saya, pakai template itu bisa, gatau ini bug atau apa tapi mohon segera di perbaiki secepatnya, saya merasa terganggu dengan hal ini 👊",1
Titis inoy,"brsan buka Instagram kok lngsng di suruh rekam muka sgala Bru ngeh brsan apa smua hrs gtu pake kirim muka suruh tengok kanan kiri,kmrn2 tiap update gak kyk gni,mlah skrg suruh nunggu 48 jam loh...ini mksd nya gmn sih Instagram nya,dri pagi siang sore gak papa,kok brsan hrs ulang lg daftar nya,tmbh ruwet aja nih",1
Lian Nah,Akun saya dihapus permanen padahal sudah ngirim foto ktp tp nomor nik dan ttd saya coret!! Padahal saya sudah bertahun tahun pakai aplikasi ini...TANGGUNG JAWAB GAK FOTO SAYA YG DULU DULU MASIH ADA DISITU!!!!,1
Flora Fitri Yani Hasibuan,Akhir-akhir ini akun instagram punya saya tiba-tiba keluar sendiri dgn keterangan klau pengguna akun telah mengganti kata sandi padahal saya sama sekali gk ada mengganti kata sandi & saya login hanya di handphone saya doang dan di Handphone ibu saya Tolong di perbaiki lgi & tingkatkan keamanan instagram nya.,3
Nazwa 02,"ig sekarang lain, kalau kita mau posting foto di ig, foto nya ga bisa full semua, tolong kembalikan ig ku yg kalau posting foto bisa full semuanya",2
Kumala Deiq,"aplikasi ini udah bagus, tpi filternya tiba” hilanh dan gabisa di gunakan lgi, itu knpa ya tolong di perbxiamsbjsao",5
farisaa,"apk gajelas, makin lama makin rusak, mau ngeup story aj ga bisa selalu ada tulisan MENUNGU JARINGAN, padahal mah sinyal lancar, SEJAM 2 JAM SI GAPAPA, lah ya ini JALAN 3 HARI, benerin dong, ribet banget!!!",1
Abdus official,instagram tolong ya arsip story jangan di hapus please karna fitur arsip itu sangat penting bgt bagi para pengguna ig saya sudah 7tahun menggunakan Instagram dan semuanya aman2 aja tpi ketika arsip story mau dihapus jujur agak kecewa sih ntar bintangnya saya kasih 1 loh beneran,5
Anggi Artha Project Art,"Surat terbuka untuk ig Tolong fitur arsip jangan di hapus, karena banyak kenangan di fitur tersebut. Jadi saya harap untuk TIDAK MENGHAPUS FITUR ARSIP PADA STORY Sekian terimakasih",1
Rahma Auliyah,Kenapa setiap saya mau post foto lebih dari 10 kenapa tidak bisa ? Dan kenapa yang lain bisa min? Tolong bgt yaaa soalnya saya pengen bgt post foto lebih banyak lagi. Tapi fitur nya juga bagus . Terimakasih:),4
Elly Yohana,Untuk android samsung filter ig kedap kedip bahkan ada yg mati total. Total bug nya perbaiki,1
Glean_15.v,"Apk Instagramnya gak jelas banget dah, masak iya aku arsipin foto doang, terus mau publik lagi fotonya yang dari arsip malah hilang udh mondar mandir cek arsip ganti akun, hapus Instagram terus login lagi tetap gak ada. anehh",1
Affarelhg,ini aplikasi gimana ya kok tidak sesuai dengan isinya? cewe saya di notif bilang apa sayangf tetapi waktu saya pencet notif nya dan saya lihat chat nya tiba tiba berubah menjadi apa itu? mohon perbaikan nya ya,1
Aisah Yumna,Kok kalau ngeliat postingan orng sandret² sih video nya dan satu lagi kok gk bisa nyimpan efek yg bagus bagus instagram sekarang berubah sebelum di update bagus setelah di update jelekk gimana sihh tolong di perbaiki ya permasalahan nya,1
Flas Gusion,Tolong diperbaiki !!!!!! Kenapa komentar Yg awalnya harus Ratusan lebih. Tapi ketika kita melihat LG malah hanya muncul puluhan saja.Itu selalu terjadi ketika menulis komentar orang lain dan orang lain membalas komentar yg kita buat. Itu bagaimana cara atasinya? Lalu tolong banget di Instagram itu harus ada EDIT KOMENTAR. selama bertahun-tahun tidak ada fitur itu di aplikasi ini. Tolong UPDATE INSTAGRAM-NYA.,1
Elsa Monica Syafitri,"𝙏𝙤𝙡𝙤𝙣𝙜 𝙙𝙤𝙣𝙜 𝙞𝙜 𝙙𝙞𝙥𝙚𝙧𝙗𝙖𝙞𝙠𝙞, 𝙠𝙖𝙧𝙣𝙖 𝙠𝙡𝙤 𝙪𝙥𝙡𝙤𝙖𝙙 𝙨𝙩𝙤𝙧𝙮(𝙨𝙜) 𝙠𝙖𝙙𝙖𝙣𝙜 𝙣𝙜𝙜𝙖𝙠 𝙗𝙞𝙨𝙖 ""𝙢𝙚𝙣𝙪𝙣𝙜𝙜𝙪 𝙠𝙤𝙣𝙚𝙠𝙨𝙞"" 𝙏𝙚𝙧𝙪𝙨, 𝙥𝙙𝙝𝙡 𝙟𝙖𝙧𝙞𝙣𝙜𝙖𝙣 𝙡𝙖𝙣𝙘𝙖𝙧 𝙗𝙣𝙜𝙚𝙩, 𝙏𝙤𝙡𝙤𝙣𝙜 𝙙𝙞𝙥𝙚𝙧𝙗𝙖𝙞𝙠𝙞",4
Iink Rahmawani,"Instagram kenapa video"" di arsip yg 2018 berubah jadi foto. Padahal gunanya ig ya buat nyimpan kenangan video"" dan foto. Eh video malah di ubah jdi foto.",3
rolita,"ig skrg makin aneh aja, bisa""nya org luar yg ga saya ikutin malah saya ikutin padahal itu bukan saya, aneh aja tiba-tiba ada ig orang luar yang saya ikutin, tolong di perbaiki lagi, bug banget juga",1
Anisa Fitriani,"padahal aku blom update samsek, kenapa makin error ya? kek story yang lain pada tidak tersedia kayak udah kehapus gitu, itupun semua story please lah tolong perbaiki lagi🙏🏻",1
febry tri pamungkas,"Saya sudah melakukan pelaporan di pusat bantuan, sejak kemarin saya sudah membayar postingan untuk diiklankan dan saldo saya sudah berkurang tetapi sampai sekarang tidak ada respon/tanggapan dari Instagram.. Bagaimana bisa seperti ini? 🥲",3
nitdaw,"aplikasi aneh. aku mau posting foto ""selamat ulang tahun"" untuk teman ku, kenapa kena pelanggaran?! memang nya itu berbau hal 18+ atau lain lain?! aplikasi anehh, jadi nya aku harus berulang kali membuat akun dan membuat postingan itu agar tidak kena pelanggaran, eh terkena pelanggaran mulu!!!!",1
Zdhilan Zdhalila,"Instagram saya baru di update, saat saya mau repost story Instagram suara nya tidak ada. Tolong segera diperbaiki. tau begini ga akan saya update Instagram nya. Tolong sekali segera diperbaiki.",3
Trias evan,"Banyak banget bug sih Ga bisa unlike, video sering nge stuck sendiri, dll. Tolong di perbaiki",1
Alkhuzna Syaqila,"Alasan aku mau mendownload instragam adalah 1. Karena aku ingin menjadi artis/follow nya banyakk 2. Karena Instragram tidak iklan , tidak seperti YouTube Sudah itu saja jadi saya memberi 5 bintang 🌟🌟🌟🌟🌟",5
Noer sri mulyani,"udah baguss, tapi tolong buat arsip story jangan sampai hilang. dan untuk fitur fitur yang tidak berguna tolong jangan di tambahkan, karena udah bagus",5
Insan isslamay Qirani,"suka bngettt, tapi tolong deh instagram peerimbangin lagi klo mau ilangin fitur arsip, soalnya disitu bnyak kenangan bngett sama temen' lamaa, klo arsip d apus otomatis semua kenagan juga ilangg, pliss tolong pertimbangin lagi yaa🥺🙏",5
Fenny aprellia,Kenapa kamera nya cuma layar hitam saja? Ini sudah hampir 4 harian. Tolong dong perbaiki masalah bug nya. Terimakasih,1
Sky Satya,"Saya sangat amat kecewa, karena tiba-tiba akun saya di tangguhkan begitu saja tanpa adanya pesan konfirmasi dan alasan yang spesifik mengenai hal tersebut. Padahal saya merasa tidak melanggar salah satu hal dari sekian peraturan pedoman komunitas. harapan saya kedepan nya mohon untuk dibenahi lagi dan jangan ada kesalahan seperti itu, karena saya sebagai pengguna merasa terganggu bila terjadi hal yang sama di kemudian hari.",2
Ridho Fatkhul,"Akun saya diretas, diganti email dan nomor telepon. Sebenarnya bisa dipulihkan karena email awal masih aktif tapi harus dikirim kode ke nomor telpon dan itu tidak bisa karena nomor telpon sudah diganti peretas. Mohon dibantu",1
M. Ariq,"Satu yang saya keluhkan, adalah fitur arsip yang lama kelamaan mulai bermasalah dan dari kabar nya akan hilang. Saya harap ini tidak terjadi, tolong perbaiki dan ubah kebijakannya🙏 Jangan hapus fitur ini, terimakasih.",2
ifti rosy,"Banyak bug nya, gw posting foto ga bisa ke post lah, gw kirim pesan ke temen ga kekirim lah padahal saling mengikuti, aneh apk nya",1
rnr07 jumpalibas,"tolong perbaikin bug, saya upload story Ig di akun kedua saya,terus saya tag di akun pertama saya storynya gamuncul mlh hilng. sama akun Ig utama saya kurang update sedangkan yg kedua udh versi baru",2
Rifdah Dzakirah,"Thiss app is really cool!! But, makin kesini kok jadi sering update ga penting dan ngurangin fitur adalan, tp overall udah keren dan jadi andalan sejaak duluu 💖💖💖",4
Muhammad Bagir,"tolong perbaiki lagi bug nya lah, masa eror terus tiap liat story, bacaannya ""cerita ini tidak tersedia"" semua orang sg nya kaya gitu, tolong perbaiki lagi lah min",1
eza? yes i'am,"gk ada notif kalo lawan chat ketiduran, tadi gw abis diomelin doi gegara dia ketiduran sampe isya' pas lagi chatan, kelewat waktu sholat magrib. Jdinya gw diomelin kenapa ga bangunin shalat magrib, besok besok buat ya min pemberitahuan kalo lawan chat kita ketiduran pas lagi chatan",5
Akbar Ml,"Instagram sekarang ada2 saja banyak masalah sedikir2 di bandingkan sekalian hapus saja aplikasi Instagram ini meresahkan saja, banyak fitur yang gak jelas beda dengan Instagram dulu tahan",1
danky,"apk nya udah bagus cuma sering sekali ada bug ga bisa masuk, jadi harus uninstall dulu abis itu download lagi baru bisa",4
Itzwo,"Apaan nih, tiba2 autentikasi aktif. Password berubah sendiri. Mau loggin malah ga bisa. Udah req buat di konfirm temen. Malah ga nongol notif di akun yg di tuju.",1
nadya lolita,"JANGAN HILANGIN FITUR ARSIP DI INSTAGRAM!!!! Gak pernah sekecewa inii deh sumpah, semuaa kenangan foto dan videoku di arsip instagram semuanyaa Sumpah ya kalo fitur arsip nya dihilangin, percaya deh instagram bakalan anjlok dan cuma sedikit yang pakai, termasuk aku juga bakalan hapus karena merugikan menurutku Ini bntangnya 1 aja dulu, kalau gak jadi dihapus baru aku kasih bintang 5 lagi",1
Helen Pratama,"Instagram tolong dong jangan ilangin arsipan story/foto,pdhl kan up Ig biar bisa jadi kenang""an ga menuhin memori hp. Jangan dihilangin ya semua arsip nyaa please😭 aku dah kasih bintang 5 nih,aku maksa biar ga dihapus",5
Angel Ika,"pdhl udah di update, tapi kok sama aja? bener' gaada yang berubah padahal di handphone tmn' aku udh pada berubah tampilannya, ini kenapa gabisa berubah ya? tolong bgt..",2
Putri Agustiana,Saat saya menggunakan efek untuk foto malah jadi kedip2 itu kenapa ya ? Masalhnya cuman di Instagram aja di apk lain kalau foto pakai efek tidak ada masalah,1
Indah Andani,"haloo,pihak intagram saya mohon archive ig jangan di hapus ya cukup yang lain di hapus archive nya jangan,justru keuunggulan nya di ig ya archive dan jangan nambahin fitur yang ga di butuh kan semoga pihak intagram baca ini ya.",4
Arum Noviana Ramadhan,"Instagram makin bagus fitur fitur nya ya saya sangat suka apalagi bisa berkomentar di stories dan pengikut dari akun tersebut bisa melihat komennya, pliss tolong instagram ayo buat fitur dong kayak whatsapp biar akun-akun yang melihat stories kita ada jam nya kapan atau seperti beberapa menit yang lalu begitu biar kita tau akun tersebut melihat stories kita pada jam berapa🙏🏻🙏🏻☺",5
Donel,"saya tidak merasa melanggar aturan dari Instagram, sayya juga sudah 27 tahun , tapi kenapa akun saya dinonaktifkan, akun tidak pernah di retas , email nomor telepon yang tercantum di Instagram masih aktif , tapi tidak bisa dipulihkan mohon beri penjelasan",1
Ikmah Jayanti,"tolong dong min masa baru di update fitur lagu di bio ga ada,gue mau hapus dari bio jadi gak bisa,tapi klo dilihat lewat akun lain masih ada,tolong perbaiki!!!gue mau hapus lagu di bio akun gue",5
Luluk Khuroidah,"Tampilan beranda ig kok jadi tampilan lama banget ga terupdate ga bisa memuat ulang beranda sudah saya coba beberapa cara masih gagal, adakah yang bisa membantu",1
Dewi Dew,"Plis kenapa Instagram ku pas repost cerita temen lagunya ga bersuara ya, padahal itu cerita nya berlagu lohh. Plis tolongin banget udah liat di yt tapi tetep ga bisa🙏🙏🙏",5
Brenda Maulyta,"mau bikin akun baru gabisa, awalnya masih bisa ditoleransi tapi ini udah berapa bulan mau buat akun baru tetep aja gabisa, posting foto jg blur bgt jadinya. tolong diperbarui dong instagram",1
Nazwa Tambusai,"saya sudah update tapi Instagram saya berbeda dari Instagram yg lainnya,seperti tidak ada yg berubah sama sekali,untuk apa di update tapi tidak ada yg berubah pls deh di ubah segera sy sudah emosi.",1
Arya Akram,ini kenapa ya Instagram saya mau mengambil Selfi karena akun saya Ter autentikasi 2 faktor dan saat saya mau mengambil Selfi malah di suruh keluar dari Instagram ini bug atau apa?,1
Usman,"Terlalu banyak fitur yang tidak berguna, arsip story video malah ngefreeze mohon dikembalikan seperti semula",1
Jaya Negara,"kenapa ya akhir akhir ijin banyak banget yang mengalami kendala waktu mau foto itu layarnya gelap(full item),tolong diperbaiki dongg susah buat selfienya",1
Mallory Flo,"Overall bagus, tapi mungkin ada bug atau semacamnya. Fitur terbarunya tidak muncul di akun pertama saya, tetapi di akun kedua saya ada. Mohon bantuannya, ya.",5
Tanty Santira,Ini kenapa pas buka foto pke efek koq kedap kedip mulu??? Kaya ngehank gtu. Pdhl tiap hr dipke aman² aja skrg kamera'a gk bs dipke sama skali. Tolong donk balikin versi dlu skrg bnyk bug'a. Plisss meta baca komentar guee😤😤,1
Suci Maharani,"Instagram sangat bergunaa bagii sayaa,apalagi bagian archive story,sumpahh gunaa bangett,sayaa bisa melihat semua kenangan² bareng temann😻makasih yaa meta, sudah menyediakan fitur archive 🫰🏻sumpaah fitur fitur di Instagram gunaa bangettt👏🏻kerenn buat metaa👏🏻",5
Ilalang Setiawan,"Tolong jangan hapus fitur arsip, saya punya banyak kenangan foto/video disana. Jika ingin dihapus, maka berikan opsi download semua arsip dalam bentuk ZIP/RAR agar bisa dicadangkan.",3
IPSM Desa Resmi Tingal,"Baru memakai Instagram lagi, sedikit ada keluhan di bagian setting untuk video agar tidak diputar otomatis, saya cukup kesulitan.",4
Bus Tomi,"apaan ini ga bisa upload postingan lebih dari 15 menit/1 jam,pdhl mau ngepost video tugas mlhn ga bisa,tolong dong untuk ig di tambah lagi durasi post videonya",1
Chkwnmdr,Tolong dari pihak Instagram kenapa ketika saya mengirim pesan setiap beberapa menit selalu tdk terkirim padahal jaringan saya lancar² aja Tolong lebih di perhatikan lagi.,4
Pengguna Google,"Ini gimana ceritanya kok bisa beda. Antara akun pertama dan akun kedua bisa-bisanya tampilannya nya berbeda, padahal udah di update, cache juga udah bersih. Reboot juga udah kok masi sama aja?. Tolong segera di perbaiki.....!!!!!!",3
Kaisar Arta,"banyak bug follower dan following, trs ada bug juga di fitur menambahkan lagu di profil, ada bug story ig jg dan masih bnyk lg bug""nya",1
zaza meylanie,"bug, selalu keluar sendiri kalau mau repost story. tolong pihak Instagram perbaiki lagi ya, sudah lebih dari 1 minggu bug terus di akun utama 😔😔😔",1
Rafzan Gaming,"Saya sangat senang melihat info-info dari aplikasi Instagram ini, tapi saat itu saya hapus lagi Instagram saya, nah pas saya mau daftar lagi sudah berhasil namun saat itu di suruh masukkan kode 6 digit,namun saya tidak menerima dan tidak dapat pesan apapun dari Instagram, sampai saat ini saya bingung bagaimana cara memasukkan kode digit ini, jika tak dikirim",5
Arjuna Astinova,"Pembaruan pembatasan akun lambat. Admin nggak kerja klo gini. Instagram lambat berinovasi... Sediakan juga upload foto dg banyak ukuran, nggak cuma 1:1 aja, misal 3:4 atau 9:16 jadi foto tidak melulu terpotong",1
Yeshaya ivander Tampubolon,"Saya memiliki keresahan, jika saya informasi yang berhubungan dengan instagram dari Google, pasti selalu terbuka ke ig lite, padahal saya tidak memiliki ig lite, tolong perbaiki terimakasih",5
Shinta Meli,"aduuuuhh tolong dong ig, ini knp ig nya nge bug, sy udah oke kan keluar dari akun, tapi knp malah sepam"" trs sih di layarnya, sy jadi ga bisa buka ig sy kan jadinya",2
Sri Fitriyani,Instagram tuh lagi kenapa sih padahal yah engga posting apa-apaan tapi di suruh ngajuin banding katanya posting macem-macem tolong dong pihak Ig yang rasional buka Ig aja jarang kok pas buka tiba tiba begitu,2
BEA JUNIA ISKA,"Sukak kesel aku tiap kali mau posting foto lama dari album/gallery, pasti yg muncul malah foto itu lagi itu lagi, gak ngerefresh banget! Banyakan hank nya😡",2
I Gusti Putu Ngurah Dika Purnama Wardana,"Saya mau repost postingan saya di story dan menambahkan stiker pertanyaan, tapi setelah saya pencet bagikan ke story tiba tiba muncul bacaan "" kesalahan "". tolong instagram ini sudah sekian kalinya mengalami bug seperti ini SANGAT MENGGANGGU DAN MERUGIKAN SAYA DENGAN BISNIS SAYA!",1
Srikandi,"makin kesini makin ga karuan nih ig, tolong dong di perbaikin, ko sekarang kalo bikin stori vidio jadi ga HD, terus vidio yang di arsip jadi jelek banget, malah jadi burem, kecewa!!!!!",5
Rika Mufita,"Aku kok g bisa nyimpen video ke galeri knp y? Kn aku rekam pakek efek biasanya bisa disimpan ini koo gkkk ada tulisan ""Kesalahan"" Sampk tak uninstall pun tetep",1
Rahmawati,"Agak gimana gitu fitur skrg, sering hilang2. Fitur penambah lagu di info akun itu ilang, pdhl kmrn msih ada. Pdhl pengen ganti lagu. Knp ya",3
Yon DoSa,"Kenapa instagram sekarang gak enak digunakan, dikit-dikit hapus komentar, kalau admin nya baperan, ganti aja namanya menjadi bapergram jangan instagram, karena gak cocok, ya!",1
Risma Ike,Sangat membantu saya. Bisa di ser juga di fb. Ketika reel fb Q gk bisa muncul karena meng aktif kan uji coba A/b.tapi gk bisa di nonaktifkan kembali🤗🫰,5
Puja Galang,"gimana siii instagram ko fitur arsip malah mau dihapus, awas yaa kalo sampe fitur arsip nya di hapus parah bgttt siii, bisa bisaaa kedepannya ga pake Instagram lagiiii, parah siieee kata guwe th, kecewa berat kalo sampe emang kejadiann, parahhh pokoknyaaaa😠😠😠😠",3
Eriel Jacho,"Sy udah update masih ga bs downloax foto2 di arsip,juga ga bisa balikin ke feed. Mestinya upgrade malah downgrade. Jd bintangnya juga downgrade ke Bintang 1.",1
Rere Aji,"Setelah di update mau bikin story, reel,post kok ga ga ada fitur musiknya...jadi nyesel abis update",3
naylabalqis 574,"habis di update kok apk nya keluar² sendiri yaa, pas udah di uninstall terus di install lagi malah gabisa dibuka, selalu stuck di logo🙏",2
Nhuning 24,Sering update instagram tp hasilny jelek trus klau buka aplikasinya. Kadang gak bisa buka. Heran aku sama ni aplikasi. Makin ke update makin gak jelas aja aplikasiny,1
Said hafidz Muharram,Bgus tp...ada yang kurang knp pas mau menyimpan foto sma musik nya kok gk bisa nya apa saya blm download musik ya atau ig nya bermasalh ya,5
Muhammad Raihan,"ini kenapa ya? semenjak di update jaringannya jadi nge lag"" padahal waktu saya buka aplikasi lain itu jaringanny lancar tolong pihak instagram",3
Si Dik,"kenapa sekarang Instagram tiba-tiba akun kita di nonaktifkan, padahal kami tidak melakukan yang aneh-aneh!!!!????? 🤔 ku beri bintang satu karena akun Instagram ku di nonaktifkan!!! Okee terimakasih",1
Firmansyah,"Udah berkali kali update Instagram, tapi tetap sama aja nggak ada yang baru setelah di update, ada fitur font baru tapi kenapa tiap di update fitur ny tetap nggak ada",1
mario pranoto,Bagus buat nonton juga bagus saat aku lihat scrolling itu muncul video yang aku ikuti tapi saat nonton tanpa nyentuh layar kan masih hidup itu hpnya itu mati sendiri,3
Sylla SusiLawaty,Kenapa tidak bisa masukan kata sandi padahal kata sandi sudah sesuai dan di verifikasi berharap bisa pake kode email karna no kartu sudah ga aktif tolong di bantu saya butuh Instagram ituu sudah ke 2 x nya begini saya selalu kehilangan Instagram kesayangan teruss,1
Mak Nyami,"Sebelumnya dulu Instagram saya gak seperti ini,dulu enak dipakai sekarang kok setiap lihat vidio reel itu gak bisa dibuat lihat sw Instagram juga gak bisa tp kalau dibuat cari akun temen itu bisa kenapa y",1
Kadja,"Bro, kenapa Ig sekarang kayak tiktok? Jujur aja aku gak nyaman sih masa fitur baru ini dan ditambah lagi gambar dan video jadiin satu di kolom pencarian dan itu bikin aku gak nyaman.",2
Muhammad Fajri,"gajelas ni Instagram makin lama,banyak banget bugnya, masa di akun utama fitur note di postingan dan reel ga ada,padahal di akun kedua ada",1
Dhita Azzahra,"Saya kasih bintang 1 karena tidak bisa menggunakan Instagram ini.,. ketika mau memposting foto selalu keluar dan harus log out dari akun pribadi saya,.,. dan harus mengajukan banding,,.akan tetapi sya sdh melakukan nya tetap saja tidak bisa dan harus menunggu waktu yang lama.,, saya minta tolong di perbaiki lagi",1
Kania Chandra Puspita dewi,"Ini ig emang error atau gimana ya? Awalnya kan saya blokir orang terus saya buka lagi,tapi kok pas mau dm ada pilihan ""buka blokir,hapus"" sedangkan saya udah pilih ""buka blokir"" terus juga udah follow""an,tapi kenapa ada pilihan""buka blokir,hapus"" jadinya gabisa dman lagi deh. Tolong bantu yaa,terima kasih",2
naya ziifara,"bagus, tapi kenapa aku gabisa liat story di instagram? setiap orang bikin story pasti tulisannya cerita sudah di hapus, padahal story nya masih ada, di semua akun aku begitu",5
Sara Simahara,"Ini kenapa filter di ig nya kedip kedip,gabisa dipakai Tolong diperbaiki dong, Sudah dilaporkan tapi tidak ada perubahan sam sekali,tolong di notice",1
Rasya Alika,"knp ya sekarang semenjak sudah update jadi bug truss,,saya jadi gak bisa liat status Ig orng orng,,cerita ini tidak tersedia Mulu bacaan nya tolong perbaiki lagii dong minnnnnn",2
Dini Aulya,"hallo, fitur instagram kenapa ga support ke hp samsung ya? dr kemarin setiap buka kamera ig ga muncul tampilan kamera hanya layar item. mohon konfirmasinya!",2
